year,week,date,team,rank
2017,2017-W34,2017-08-27,Colorado St,1
2017,2017-W34,2017-08-27,Stanford,2
2017,2017-W34,2017-08-27,Alabama,3
2017,2017-W34,2017-08-27,Oklahoma,4
2017,2017-W34,2017-08-27,Washington,7
2017,2017-W34,2017-08-27,Clemson,7
2017,2017-W34,2017-08-27,Florida St,7
2017,2017-W34,2017-08-27,Penn St,10
2017,2017-W34,2017-08-27,Wisconsin,10
2017,2017-W34,2017-08-27,USC,10
2017,2017-W34,2017-08-27,Ohio St,11
2017,2017-W34,2017-08-27,Oklahoma St,14
2017,2017-W34,2017-08-27,Kansas St,14
2017,2017-W34,2017-08-27,"Miami, Fl",14
2017,2017-W34,2017-08-27,LSU,17
2017,2017-W34,2017-08-27,Notre Dame,17
2017,2017-W34,2017-08-27,USF,17
2017,2017-W34,2017-08-27,Auburn,19
2017,2017-W34,2017-08-27,Florida,19
2017,2017-W34,2017-08-27,N Carolina St,21
2017,2017-W34,2017-08-27,Virginia Tech,21
2017,2017-W34,2017-08-27,Georgia,23
2017,2017-W34,2017-08-27,Michigan,23
2017,2017-W34,2017-08-27,Northwestern,26
2017,2017-W34,2017-08-27,Wash St,26
2017,2017-W34,2017-08-27,WKU,26
2017,2017-W34,2017-08-27,TCU,31
2017,2017-W34,2017-08-27,Minnesota,31
2017,2017-W34,2017-08-27,Louisville,31
2017,2017-W34,2017-08-27,Oregon,31
2017,2017-W34,2017-08-27,Georgia Tech,31
2017,2017-W34,2017-08-27,Tennessee,33
2017,2017-W34,2017-08-27,Memphis,33
2017,2017-W34,2017-08-27,BYU,34
2017,2017-W34,2017-08-27,Iowa,36
2017,2017-W34,2017-08-27,Kentucky,36
2017,2017-W34,2017-08-27,Iowa St,40
2017,2017-W34,2017-08-27,Texas Tech,40
2017,2017-W34,2017-08-27,Arkansas,40
2017,2017-W34,2017-08-27,Pittsburgh,40
2017,2017-W34,2017-08-27,Texas A&M,47
2017,2017-W34,2017-08-27,Baylor,47
2017,2017-W34,2017-08-27,Vanderbilt,47
2017,2017-W34,2017-08-27,Houston,47
2017,2017-W34,2017-08-27,Wake Forest,47
2017,2017-W34,2017-08-27,Duke,47
2017,2017-W34,2017-08-27,N Carolina,47
2017,2017-W34,2017-08-27,Texas,52
2017,2017-W34,2017-08-27,West Virginia,52
2017,2017-W34,2017-08-27,UCLA,52
2017,2017-W34,2017-08-27,Colorado,52
2017,2017-W34,2017-08-27,W Michigan,52
2017,2017-W34,2017-08-27,Missouri,57
2017,2017-W34,2017-08-27,Miss St,57
2017,2017-W34,2017-08-27,Utah,57
2017,2017-W34,2017-08-27,Navy,57
2017,2017-W34,2017-08-27,San Diego St,57
2017,2017-W34,2017-08-27,Mississippi,62
2017,2017-W34,2017-08-27,Boston College,62
2017,2017-W34,2017-08-27,Temple,62
2017,2017-W34,2017-08-27,Tulsa,62
2017,2017-W34,2017-08-27,"Miami, OH",62
2017,2017-W34,2017-08-27,Nebraska,63
2017,2017-W34,2017-08-27,Syracuse,65
2017,2017-W34,2017-08-27,La Tech,65
2017,2017-W34,2017-08-27,S Carolina,70
2017,2017-W34,2017-08-27,Indiana,70
2017,2017-W34,2017-08-27,Arizona St,70
2017,2017-W34,2017-08-27,Arizona,70
2017,2017-W34,2017-08-27,Appalachian St,70
2017,2017-W34,2017-08-27,Michigan St,74
2017,2017-W34,2017-08-27,California,74
2017,2017-W34,2017-08-27,Toledo,74
2017,2017-W34,2017-08-27,Arkansas St,74
2017,2017-W34,2017-08-27,Purdue,78
2017,2017-W34,2017-08-27,Cincinnati,78
2017,2017-W34,2017-08-27,Virginia,78
2017,2017-W34,2017-08-27,UTSA,78
2017,2017-W34,2017-08-27,SMU,80
2017,2017-W34,2017-08-27,Army,80
2017,2017-W34,2017-08-27,UCF,84
2017,2017-W34,2017-08-27,N Illinois,84
2017,2017-W34,2017-08-27,Ohio,84
2017,2017-W34,2017-08-27,Wyoming,84
